"entry_id","contest_id","contest_name","PG","PG","SG","SG","SF","SF","PF","PF","C","","Instructions"
"1572551195","29468-221576773","100-Player League ($1 - Top 12 Win)","29468-66115","29468-14496","29468-15684","29468-9714","29468-23716","29468-84707","29468-9688","29468-80809","29468-9581","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1572551213","29468-221576773","100-Player League ($1 - Top 12 Win)","29468-66115","29468-9939","29468-9714","29468-9663","29468-9809","29468-23716","29468-9688","29468-80809","29468-9581","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1572551233","29468-221576773","100-Player League ($1 - Top 12 Win)","29468-14496","29468-19456","29468-15684","29468-9714","29468-23572","29468-23716","29468-9688","29468-80809","29468-15557","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1572553293","29468-221576774","100-Player League ($1 - Top 12 Win)","29468-66115","29468-14496","29468-15684","29468-9663","29468-9809","29468-23716","29468-9666","29468-80809","29468-15557","","4) You can not use this form to create new entries"
"1572553296","29468-221576774","100-Player League ($1 - Top 12 Win)","29468-66115","29468-14496","29468-9714","29468-9663","29468-9809","29468-23716","29468-9666","29468-80809","29468-15557",""
"1572553302","29468-221576774","100-Player League ($1 - Top 12 Win)","29468-66115","29468-14496","29468-15684","29468-9714","29468-9809","29468-84707","29468-9666","29468-80809","29468-15557","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"1572555462","29468-221537891","$400K Sat NBA Shot ($100K to 1st)","29468-66115","29468-14496","29468-15684","29468-9663","29468-9809","29468-23716","29468-9666","29468-80809","29468-15557","","29468-15755:Anthony Davis","29468-15755","PF","Anthony","Anthony Davis","Davis","67.5250015258789","4","13200","UTA@NO","NO","UTA","O","Elbow","","",""
"1572555465","29468-221537891","$400K Sat NBA Shot ($100K to 1st)","29468-66115","29468-14496","29468-9714","29468-9663","29468-23716","29468-84707","29468-9688","29468-9666","29468-9581","","29468-40199:Giannis Antetokounmpo","29468-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","57.02000122070312","5","12400","ORL@MIL","MIL","ORL","","","","",""
"1572555472","29468-221537891","$400K Sat NBA Shot ($100K to 1st)","29468-66115","29468-14496","29468-15684","29468-9663","29468-9809","29468-23716","29468-9666","29468-80809","29468-15557","","29468-9488:LeBron James","29468-9488","SF","LeBron","LeBron James","James","54.320001220703126","5","11800","LAL@SA","LAL","SA","","","","",""
"1572555479","29468-221537891","$400K Sat NBA Shot ($100K to 1st)","29468-66115","29468-14496","29468-15684","29468-9663","29468-9809","29468-23716","29468-9666","29468-80809","29468-15557","","29468-49111:Joel Embiid","29468-49111","C","Joel","Joel Embiid","Embiid","57.179998779296874","5","11000","CHA@PHI","PHI","CHA","GTD","Ankle","","",""
"","","","","","","","","","","","","","29468-20848:Damian Lillard","29468-20848","PG","Damian","Damian Lillard","Lillard","49.525001525878906","4","9900","POR@MIA","POR","MIA","","","","",""
"","","","","","","","","","","","","","29468-66115:Ben Simmons","29468-66115","PG","Ben","Ben Simmons","Simmons","42.79999923706055","4","9700","CHA@PHI","PHI","CHA","","","","",""
"","","","","","","","","","","","","","29468-9560:Blake Griffin","29468-9560","PF","Blake","Blake Griffin","Griffin","55.45000076293945","4","9500","BOS@DET","DET","BOS","","","","",""
"","","","","","","","","","","","","","29468-15557:Andre Drummond","29468-15557","C","Andre","Andre Drummond","Drummond","43.54999923706055","4","9300","BOS@DET","DET","BOS","","","","",""
"","","","","","","","","","","","","","29468-9688:LaMarcus Aldridge","29468-9688","PF","LaMarcus","LaMarcus Aldridge","Aldridge","47.25","4","9100","LAL@SA","SA","LAL","","","","",""
"","","","","","","","","","","","","","29468-14507:Kemba Walker","29468-14507","PG","Kemba","Kemba Walker","Walker","44.93333435058594","6","8700","CHA@PHI","CHA","PHI","","","","",""
"","","","","","","","","","","","","","29468-9874:Kevin Love","29468-9874","PF","Kevin","Kevin Love","Love","39.45000076293945","4","8500","IND@CLE","CLE","IND","O","Foot","","",""
"","","","","","","","","","","","","","29468-40783:Zach LaVine","29468-40783","SG","Zach","Zach LaVine","LaVine","39.42000122070313","5","8400","CHI@ATL","CHI","ATL","","","","",""
"","","","","","","","","","","","","","29468-66113:Donovan Mitchell","29468-66113","SG","Donovan","Donovan Mitchell","Mitchell","34.900001525878906","4","8300","UTA@NO","UTA","NO","","","","",""
"","","","","","","","","","","","","","29468-15684:Victor Oladipo","29468-15684","SG","Victor","Victor Oladipo","Oladipo","36.86000061035156","5","8300","IND@CLE","IND","CLE","","","","",""
"","","","","","","","","","","","","","29468-14514:Nikola Vucevic","29468-14514","C","Nikola","Nikola Vucevic","Vucevic","45.07999877929687","5","8200","ORL@MIL","ORL","MIL","","","","",""
"","","","","","","","","","","","","","29468-40203:Rudy Gobert","29468-40203","C","Rudy","Rudy Gobert","Gobert","39.42499923706055","4","8100","UTA@NO","UTA","NO","","","","",""
"","","","","","","","","","","","","","29468-9714:DeMar DeRozan","29468-9714","SG","DeMar","DeMar DeRozan","DeRozan","43.775001525878906","4","8100","LAL@SA","SA","LAL","","","","",""
"","","","","","","","","","","","","","29468-58460:Devin Booker","29468-58460","SG","Devin","Devin Booker","Booker","40.025001525878906","4","8000","PHO@MEM","PHO","MEM","O","Hamstring","","",""
"","","","","","","","","","","","","","29468-12363:Hassan Whiteside","29468-12363","C","Hassan","Hassan Whiteside","Whiteside","36.099998474121094","4","7900","POR@MIA","MIA","POR","","","","",""
"","","","","","","","","","","","","","29468-84673:Deandre Ayton","29468-84673","C","Deandre","Deandre Ayton","Ayton","38.275001525878906","4","7900","PHO@MEM","PHO","MEM","GTD","Ankle","","",""
"","","","","","","","","","","","","","29468-14522:Nikola Mirotic","29468-14522","SF","Nikola","Nikola Mirotic","Mirotic","38.95000076293945","4","7800","UTA@NO","NO","UTA","","","","",""
"","","","","","","","","","","","","","29468-9575:Mike Conley","29468-9575","PG","Mike","Mike Conley","Conley","36.07500076293945","4","7800","PHO@MEM","MEM","PHO","","","","",""
"","","","","","","","","","","","","","29468-12355:Eric Bledsoe","29468-12355","PG","Eric","Eric Bledsoe","Bledsoe","35.279998779296875","5","7700","ORL@MIL","MIL","ORL","","","","",""
"","","","","","","","","","","","","","29468-14498:Kyrie Irving","29468-14498","PG","Kyrie","Kyrie Irving","Irving","30.879998779296876","5","7700","BOS@DET","BOS","DET","","","","",""
"","","","","","","","","","","","","","29468-16261:Khris Middleton","29468-16261","SG","Khris","Khris Middleton","Middleton","37.02000122070312","5","7700","ORL@MIL","MIL","ORL","","","","",""
"","","","","","","","","","","","","","29468-84671:Trae Young","29468-84671","PG","Trae","Trae Young","Young","36.70000076293945","4","7600","CHI@ATL","ATL","CHI","","","","",""
"","","","","","","","","","","","","","29468-9663:Jrue Holiday","29468-9663","SG","Jrue","Jrue Holiday","Holiday","36.099998474121094","4","7600","UTA@NO","NO","UTA","","","","",""
"","","","","","","","","","","","","","29468-41594:Aaron Gordon","29468-41594","PF","Aaron","Aaron Gordon","Gordon","33","5","7500","ORL@MIL","ORL","MIL","","","","",""
"","","","","","","","","","","","","","29468-55057:Jusuf Nurkic","29468-55057","C","Jusuf","Jusuf Nurkic","Nurkic","37.625","4","7500","POR@MIA","POR","MIA","","","","",""
"","","","","","","","","","","","","","29468-19138:Elfrid Payton","29468-19138","PG","Elfrid","Elfrid Payton","Payton","34.900001525878906","4","7400","UTA@NO","NO","UTA","","","","",""
"","","","","","","","","","","","","","29468-9581:Marc Gasol","29468-9581","C","Marc","Marc Gasol","Gasol","32.79999923706055","4","7400","PHO@MEM","MEM","PHO","","","","",""
"","","","","","","","","","","","","","29468-19781:Kent Bazemore","29468-19781","SG","Kent","Kent Bazemore","Bazemore","35.849998474121094","4","7300","CHI@ATL","ATL","CHI","","","","",""
"","","","","","","","","","","","","","29468-23572:Taurean Prince","29468-23572","SF","Taurean","Taurean Prince","Prince","33.625","4","7200","CHI@ATL","ATL","CHI","","","","",""
"","","","","","","","","","","","","","29468-80806:Lonzo Ball","29468-80806","PG","Lonzo","Lonzo Ball","Ball","30.26000061035156","5","7200","LAL@SA","LAL","SA","","","","",""
"","","","","","","","","","","","","","29468-58377:Kyle Kuzma","29468-58377","PF","Kyle","Kyle Kuzma","Kuzma","31.179998779296874","5","7100","LAL@SA","LAL","SA","","","","",""
"","","","","","","","","","","","","","29468-9739:JaVale McGee","29468-9739","C","JaVale","JaVale McGee","McGee","38.2","5","7000","LAL@SA","LAL","SA","","","","",""
"","","","","","","","","","","","","","29468-80808:Jayson Tatum","29468-80808","PF","Jayson","Jayson Tatum","Tatum","34.52000122070312","5","7000","BOS@DET","BOS","DET","","","","",""
"","","","","","","","","","","","","","29468-42669:Julius Randle","29468-42669","C","Julius","Julius Randle","Randle","32.45000076293945","4","6900","UTA@NO","NO","UTA","","","","",""
"","","","","","","","","","","","","","29468-16233:Josh Richardson","29468-16233","SF","Josh","Josh Richardson","Richardson","30.424999237060547","4","6900","POR@MIA","MIA","POR","","","","",""
"","","","","","","","","","","","","","29468-40562:Josh Hart","29468-40562","SG","Josh","Josh Hart","Hart","30.73999938964844","5","6800","LAL@SA","LAL","SA","","","","",""
"","","","","","","","","","","","","","29468-9453:Al Horford","29468-9453","C","Al","Al Horford","Horford","33.16000061035156","5","6800","BOS@DET","BOS","DET","","","","",""
"","","","","","","","","","","","","","29468-23802:Kris Dunn","29468-23802","PG","Kris","Kris Dunn","Dunn","20.299999237060547","1","6800","CHI@ATL","CHI","ATL","O","Knee","","",""
"","","","","","","","","","","","","","29468-42550:Jabari Parker","29468-42550","SF","Jabari","Jabari Parker","Parker","25.2","5","6700","CHI@ATL","CHI","ATL","","","","",""
"","","","","","","","","","","","","","29468-19067:CJ McCollum","29468-19067","SG","CJ","CJ McCollum","McCollum","27.024999618530273","4","6700","POR@MIA","POR","MIA","","","","",""
"","","","","","","","","","","","","","29468-42156:Bobby Portis","29468-42156","PF","Bobby","Bobby Portis","Portis","28.75","4","6600","CHI@ATL","CHI","ATL","O","Knee","","",""
"","","","","","","","","","","","","","29468-14523:Reggie Jackson","29468-14523","PG","Reggie","Reggie Jackson","Jackson","27.325000762939453","4","6600","BOS@DET","DET","BOS","","","","",""
"","","","","","","","","","","","","","29468-66236:John Collins","29468-66236","PF","John","John Collins","Collins","24.930667317708334","75","6600","CHI@ATL","ATL","CHI","O","Ankle","","",""
"","","","","","","","","","","","","","29468-63126:Cedi Osman","29468-63126","SF","Cedi","Cedi Osman","Osman","26.220001220703125","5","6500","IND@CLE","CLE","IND","","","","",""
"","","","","","","","","","","","","","29468-84683:Jaren Jackson Jr.","29468-84683","PF","Jaren","Jaren Jackson Jr.","Jackson Jr.","32.04999923706055","4","6500","PHO@MEM","MEM","PHO","","","","",""
"","","","","","","","","","","","","","29468-59318:Joe Ingles","29468-59318","SF","Joe","Joe Ingles","Ingles","34.45000076293945","4","6500","UTA@NO","UTA","NO","","","","",""
"","","","","","","","","","","","","","29468-9809:Nicolas Batum","29468-9809","SF","Nicolas","Nicolas Batum","Batum","26.933334350585938","6","6400","CHA@PHI","CHA","PHI","","","","",""
"","","","","","","","","","","","","","29468-23096:Evan Fournier","29468-23096","SG","Evan","Evan Fournier","Fournier","29.379998779296876","5","6300","ORL@MIL","ORL","MIL","","","","",""
"","","","","","","","","","","","","","29468-9673:Goran Dragic","29468-9673","PG","Goran","Goran Dragic","Dragic","30.950000762939453","4","6300","POR@MIA","MIA","POR","","","","",""
"","","","","","","","","","","","","","29468-66048:Brandon Ingram","29468-66048","PF","Brandon","Brandon Ingram","Ingram","25.049999237060547","2","6200","LAL@SA","LAL","SA","O","Suspension","","",""
"","","","","","","","","","","","","","29468-9577:Rudy Gay","29468-9577","SF","Rudy","Rudy Gay","Gay","26.125","4","6100","LAL@SA","SA","LAL","","","","",""
"","","","","","","","","","","","","","29468-55056:Dario Saric","29468-55056","PF","Dario","Dario Saric","Saric","27","5","6000","CHA@PHI","PHI","CHA","","","","",""
"","","","","","","","","","","","","","29468-9455:Rajon Rondo","29468-9455","PG","Rajon","Rajon Rondo","Rondo","37.349998474121094","2","5900","LAL@SA","LAL","SA","","","","",""
"","","","","","","","","","","","","","29468-15814:Alex Len","29468-15814","C","Alex","Alex Len","Len","25.924999237060547","4","5900","CHI@ATL","ATL","CHI","","","","",""
"","","","","","","","","","","","","","29468-9621:Brook Lopez","29468-9621","C","Brook","Brook Lopez","Lopez","23.360000610351562","5","5800","ORL@MIL","MIL","ORL","","","","",""
"","","","","","","","","","","","","","29468-20491:Robert Covington","29468-20491","SF","Robert","Robert Covington","Covington","26.4","5","5700","CHA@PHI","PHI","CHA","","","","",""
"","","","","","","","","","","","","","29468-14496:Ricky Rubio","29468-14496","PG","Ricky","Ricky Rubio","Rubio","18.875","4","5700","UTA@NO","UTA","NO","","","","",""
"","","","","","","","","","","","","","29468-9966:James Johnson","29468-9966","PF","James","James Johnson","Johnson","25.446575008026542","73","5700","POR@MIA","MIA","POR","O","Abdomen","","",""
"","","","","","","","","","","","","","29468-59358:Domantas Sabonis","29468-59358","PF","Domantas","Domantas Sabonis","Sabonis","31.375","4","5700","IND@CLE","IND","CLE","","","","",""
"","","","","","","","","","","","","","29468-12366:Gordon Hayward","29468-12366","SF","Gordon","Gordon Hayward","Hayward","22.399999618530273","4","5600","BOS@DET","BOS","DET","","","","",""
"","","","","","","","","","","","","","29468-84676:Wendell Carter Jr.","29468-84676","PF","Wendell","Wendell Carter Jr.","Carter Jr.","19.5","5","5600","CHI@ATL","CHI","ATL","","","","",""
"","","","","","","","","","","","","","29468-15559:Jeremy Lamb","29468-15559","SG","Jeremy","Jeremy Lamb","Lamb","24.583333333333332","6","5600","CHA@PHI","CHA","PHI","","","","",""
"","","","","","","","","","","","","","29468-48567:Cameron Payne","29468-48567","PG","Cameron","Cameron Payne","Payne","21.480000305175782","5","5600","CHI@ATL","CHI","ATL","","","","",""
"","","","","","","","","","","","","","29468-58253:Myles Turner","29468-58253","C","Myles","Myles Turner","Turner","25.960000610351564","5","5500","IND@CLE","IND","CLE","","","","",""
